n,a_x,a_y,a_z,p,time,g_x,g_y,g_z,rot_x,rot_y,rot_z,t,rh,mag_x,mag_y,mag_z
368,-0.80528265,-0.15643525,-0.095300674,910.8682,Thu Nov 10 19:27:31 MST 2016,0.8775524,2.9730976,9.303816,0.052187964,-0.15137322,-0.8039414,0.0,0.0,-11.062622,-9.707642,-25.108719
369,-0.54703414,-0.09962559,-0.08257866,910.79803,Thu Nov 10 19:27:32 MST 2016,0.7593091,2.7905822,9.370511,0.05549947,-0.13840769,-0.78896207,0.0,0.0,-12.726593,-12.290955,-26.39122
370,-0.24359387,-0.27508855,-0.0037345886,910.7349,Thu Nov 10 19:27:33 MST 2016,0.68049234,2.6156127,9.42687,0.05485541,-0.12788376,-0.78246874,0.0,0.0,-12.94899,-10.425568,-26.031494
371,-0.18726659,-0.05159211,0.028243065,910.6928,Thu Nov 10 19:27:34 MST 2016,0.4427598,2.5527384,9.458218,0.06164174,-0.11817537,-0.7874644,0.0,0.0,-11.955643,-9.815216,-24.646759
372,-0.15992576,0.02696395,-0.07927704,910.63947,Thu Nov 10 19:27:36 MST 2016,0.2604746,2.4310584,9.496973,0.068590686,-0.10528277,-0.76880836,0.0,0.0,-12.641907,-8.717346,-26.2249
373,-0.026208937,0.06092167,-0.13484478,910.6052,Thu Nov 10 19:27:37 MST 2016,0.16653682,2.3765671,9.512864,0.074247584,-0.09729451,-0.7449703,0.0,0.0,-15.405655,-8.948135,-26.410675
374,0.14458758,0.15171266,-0.17298126,910.59436,Thu Nov 10 19:27:38 MST 2016,0.14591993,2.2864425,9.535264,0.073783934,-0.09161186,-0.7321645,0.0,0.0,-15.929794,-8.535385,-26.412964
375,0.12397396,0.19317198,-0.2908163,910.57764,Thu Nov 10 19:27:39 MST 2016,0.084425434,2.3839078,9.512111,0.081697084,-0.09133968,-0.7158559,0.0,0.0,-15.999603,-7.683563,-27.064896
376,0.026656494,0.09113979,0.0038881302,910.56616,Thu Nov 10 19:27:41 MST 2016,0.15102533,2.4082766,9.505145,0.08280349,-0.09228252,-0.6956314,0.0,0.0,-16.24527,-6.7539215,-26.977158
377,-0.006854996,-0.039001703,-0.052862167,910.54816,Thu Nov 10 19:27:42 MST 2016,0.13514006,2.2989793,9.53241,0.07980928,-0.08725189,-0.692109,0.0,0.0,-17.295074,-6.0138702,-26.70517
378,0.34934807,0.04810977,0.02149105,910.5666,Thu Nov 10 19:27:43 MST 2016,0.13627571,2.1681767,9.562992,0.0769708,-0.080613755,-0.6742888,0.0,0.0,-17.637634,-5.424118,-27.26326
379,-0.14553747,-0.012964964,0.23783493,910.58234,Thu Nov 10 19:27:44 MST 2016,0.30784935,2.3910022,9.50572,0.07932022,-0.09513906,-0.67477256,0.0,0.0,-16.924286,-5.4115295,-26.522827
380,0.17604813,0.062948465,0.24306488,910.5921,Thu Nov 10 19:27:46 MST 2016,0.42305738,2.0318866,9.58451,0.061749842,-0.086677074,-0.6752258,0.0,0.0,-18.153763,-4.6691895,-27.452087
381,-0.031967014,0.036327124,0.048573494,910.5822,Thu Nov 10 19:27:47 MST 2016,0.36578792,2.1716568,9.556175,0.06524465,-0.09227016,-0.704716,0.0,0.0,-16.41655,-6.5063477,-26.33133
382,-0.05504763,-0.07437587,-0.1630907,910.5679,Thu Nov 10 19:27:48 MST 2016,0.35757115,2.2380872,9.541147,0.06863324,-0.09394863,-0.6995183,0.0,0.0,-16.227722,-6.077194,-26.241684
383,0.1475386,-0.10547185,-0.043037415,910.54474,Thu Nov 10 19:27:49 MST 2016,0.40436605,2.2342513,9.540178,0.06669138,-0.0955958,-0.7003258,0.0,0.0,-17.032242,-6.175995,-27.165604
384,-0.008936286,-0.020504713,-0.007496834,910.5056,Thu Nov 10 19:27:51 MST 2016,0.5306244,2.1862855,9.545102,0.061391614,-0.09780742,-0.6930248,0.0,0.0,-17.45758,-5.33638,-26.986313
385,-0.0038680136,0.0018620491,-0.012131691,910.47205,Thu Nov 10 19:27:52 MST 2016,0.50304097,2.132799,9.558688,0.059570514,-0.095362104,-0.6993866,0.0,0.0,-17.029953,-6.093216,-26.61171
386,0.06859937,0.029722929,-0.0899601,910.4515,Thu Nov 10 19:27:53 MST 2016,0.47566274,2.136729,9.559211,0.060768254,-0.094462104,-0.6988989,0.0,0.0,-17.293167,-5.9265137,-27.167892
387,-0.06390825,-0.13307333,0.61595726,910.4443,Thu Nov 10 19:27:54 MST 2016,0.5007959,2.240743,9.534079,0.06342339,-0.09937171,-0.70038325,0.0,0.0,-15.969849,-6.4094543,-26.60942
388,0.04466948,-0.088211775,0.016770363,910.43384,Thu Nov 10 19:27:55 MST 2016,0.5050427,2.0913088,9.567744,0.05649254,-0.094812244,-0.7105356,0.0,0.0,-16.060638,-6.496048,-26.79367
389,0.16160816,-0.06279254,0.13113403,910.40027,Thu Nov 10 19:27:57 MST 2016,0.54249793,2.11014,9.561558,0.05401393,-0.097870916,-0.72307056,0.0,0.0,-15.691757,-5.978775,-26.426697
390,0.42409426,-0.02473545,0.08240223,910.3706,Thu Nov 10 19:27:58 MST 2016,0.7499885,2.1425521,9.540302,0.043826018,-0.10797789,-0.745189,0.0,0.0,-15.452194,-7.168579,-25.587082
391,0.09807277,0.011024475,-0.0046310425,910.3514,Thu Nov 10 19:27:59 MST 2016,0.9578546,2.1879902,9.511341,0.03232945,-0.11836976,-0.7721558,0.0,0.0,-14.138794,-8.073044,-25.766754
392,0.47300887,-0.029274702,-0.1061697,910.31854,Thu Nov 10 19:28:00 MST 2016,1.0589299,2.1748936,9.503625,0.019276137,-0.12279415,-0.81396645,0.0,0.0,-12.381363,-8.969116,-25.762177
393,0.013037801,0.044247866,0.01808834,910.27234,Thu Nov 10 19:28:02 MST 2016,1.1731998,2.3859777,9.439338,0.010211252,-0.13646774,-0.8538488,0.0,0.0,-9.1861725,-9.324646,-25.202179
394,-0.2527331,0.021825314,0.21516609,910.2599,Thu Nov 10 19:28:03 MST 2016,1.1449187,2.3238726,9.458286,0.0059155906,-0.13314149,-0.8687191,0.0,0.0,-8.647919,-9.140015,-25.757217
395,-0.32666528,-0.04572797,0.033730507,910.23157,Thu Nov 10 19:28:04 MST 2016,0.93933284,2.3207297,9.48168,0.012174085,-0.12814313,-0.879927,0.0,0.0,-7.4157715,-9.705353,-26.12381
396,-0.37455636,0.018633127,-0.3343935,910.1987,Thu Nov 10 19:28:05 MST 2016,0.720295,2.3691995,9.48886,0.028501771,-0.124058284,-0.8602809,0.0,0.0,-6.962204,-9.354782,-26.125717
397,-0.29056978,-7.522106E-4,-0.27914715,910.16064,Thu Nov 10 19:28:07 MST 2016,0.5252715,2.4549882,9.479848,0.045742206,-0.12070602,-0.83323944,0.0,0.0,-7.6805115,-9.62677,-26.124573
398,-0.5796095,0.030318022,0.02949047,910.1323,Thu Nov 10 19:28:08 MST 2016,0.2515034,2.435552,9.496064,0.06150363,-0.109785326,-0.81110835,0.0,0.0,-7.5920105,-9.625244,-25.938797
399,-0.03857867,-0.07388592,-0.11550236,910.0917,Thu Nov 10 19:28:09 MST 2016,-0.0010805643,2.3020985,9.532615,0.07195048,-0.09378211,-0.78812003,0.0,0.0,-9.284592,-9.750366,-25.570297
400,-0.09499599,0.006847143,0.016777992,910.0403,Thu Nov 10 19:28:10 MST 2016,0.0030389728,2.3702712,9.515892,0.075989135,-0.095132604,-0.77472913,0.0,0.0,-9.805298,-9.164429,-26.036072
401,0.058663245,0.003964901,0.036393166,909.985,Thu Nov 10 19:28:12 MST 2016,0.009829236,2.3135512,9.529836,0.074285194,-0.0927109,-0.77221894,0.0,0.0,-10.692215,-9.011459,-26.685333
402,0.11083555,-0.06709075,-1.0461979,909.9395,Thu Nov 10 19:28:13 MST 2016,0.53808635,2.3364394,9.509043,0.05551426,-0.109963186,-0.7629217,0.0,0.0,-12.114334,-8.959579,-26.501465
403,0.23934817,-0.17310524,0.010765076,909.91797,Thu Nov 10 19:28:14 MST 2016,0.42667338,2.250228,9.53545,0.05503017,-0.10391837,-0.7756644,0.0,0.0,-11.672592,-9.121704,-26.036453
404,-0.0497092,-0.14217591,0.22509003,909.8711,Thu Nov 10 19:28:15 MST 2016,0.3764287,2.2996879,9.525762,0.054967925,-0.106300905,-0.7966398,0.0,0.0,-11.4097595,-9.287262,-25.665665
405,-0.03842172,-0.037820816,-0.035036087,909.85815,Thu Nov 10 19:28:17 MST 2016,0.27792233,2.1369505,9.566953,0.055192195,-0.0957861,-0.78995925,0.0,0.0,-11.658478,-8.525848,-26.040268
406,-0.038369134,-0.07944298,0.4861927,909.824,Thu Nov 10 19:28:18 MST 2016,0.24410972,2.017123,9.593853,0.05509091,-0.088400416,-0.77475744,0.0,0.0,-10.481644,-7.6465607,-26.691437
407,0.05846031,-0.034904003,-0.31335068,909.8269,Thu Nov 10 19:28:19 MST 2016,0.14734876,2.0713665,9.584265,0.060075764,-0.08791723,-0.77908057,0.0,0.0,-11.397934,-8.774567,-26.223755
408,-0.32746655,0.06881857,0.37963867,909.8025,Thu Nov 10 19:28:20 MST 2016,0.07720148,2.1683807,9.563605,0.06850186,-0.08774576,-0.76108587,0.0,0.0,-11.3723755,-7.66716,-26.507568
409,-0.30288276,-0.0035691261,0.085772514,909.77545,Thu Nov 10 19:28:22 MST 2016,-0.15064727,2.1820579,9.559619,0.080002524,-0.07870627,-0.74401075,0.0,0.0,-11.912918,-7.9315186,-27.061844
410,-0.1798276,0.06882858,0.17512608,909.7137,Thu Nov 10 19:28:23 MST 2016,0.08890272,2.1648378,9.564306,0.07167552,-0.08496296,-0.7326742,0.0,0.0,-14.051437,-8.066559,-26.691818
411,-0.041984178,0.055354834,-0.2570715,909.6691,Thu Nov 10 19:28:24 MST 2016,-0.007984606,2.1896515,9.559067,0.07806224,-0.08080561,-0.71716905,0.0,0.0,-15.2721405,-6.9892883,-26.698685
412,-0.07357773,-0.023315191,-0.02790451,909.636,Thu Nov 10 19:28:25 MST 2016,-0.14891101,2.271878,9.538699,0.08827326,-0.07661284,-0.698635,0.0,0.0,-15.352249,-6.647873,-27.16217
413,0.15952747,-0.013150454,0.18475628,909.596,Thu Nov 10 19:28:27 MST 2016,-0.02419711,2.232161,9.549202,0.083841294,-0.07808227,-0.6848793,0.0,0.0,-15.953827,-5.7296753,-26.52092
414,0.5303312,-0.16428661,-0.0012722015,909.56934,Thu Nov 10 19:28:28 MST 2016,0.06860096,2.2791238,9.537887,0.082563914,-0.08298397,-0.682632,0.0,0.0,-17.659378,-6.3625336,-26.610565
415,0.47009537,-0.023008823,0.07457256,909.5023,Thu Nov 10 19:28:29 MST 2016,0.3650057,2.3696141,9.509053,0.07462134,-0.09800455,-0.68883616,0.0,0.0,-18.27507,-6.125641,-25.779724
416,0.16802096,-0.05413127,0.02437687,909.4763,Thu Nov 10 19:28:30 MST 2016,0.80332476,2.2618322,9.508373,0.051372882,-0.112110175,-0.7117737,0.0,0.0,-17.761612,-6.960678,-26.42212
417,0.33179545,-0.23019671,-0.4074726,909.4601,Thu Nov 10 19:28:32 MST 2016,0.84547305,2.240557,9.509755,0.04683783,-0.1137699,-0.7252015,0.0,0.0,-17.949295,-7.3905945,-26.32866
418,0.41215432,-0.107343435,-0.07412052,909.40643,Thu Nov 10 19:28:33 MST 2016,1.0693521,2.0648432,9.526978,0.030023888,-0.11557644,-0.73850965,0.0,0.0,-16.428375,-7.017517,-26.235962
419,0.038702726,-0.13709378,-0.3208742,909.38043,Thu Nov 10 19:28:34 MST 2016,1.2791044,1.9746222,9.520248,0.012411042,-0.12020129,-0.7733115,0.0,0.0,-15.472794,-8.018112,-25.769043
420,0.010325432,0.0038113594,-0.33995914,909.32446,Thu Nov 10 19:28:35 MST 2016,1.378222,2.052474,9.489902,0.004629855,-0.12699693,-0.8027735,0.0,0.0,-13.62381,-8.830261,-25.02327
421,0.08262122,0.008667707,-0.26626778,909.266,Thu Nov 10 19:28:37 MST 2016,1.2160919,2.137509,9.493291,0.010732237,-0.12594332,-0.8174426,0.0,0.0,-13.365936,-9.245682,-25.76027
422,-0.372868,0.10225773,0.037228584,909.23444,Thu Nov 10 19:28:38 MST 2016,0.96007985,2.1627188,9.516895,0.02316127,-0.11931881,-0.81384575,0.0,0.0,-11.49025,-8.946991,-26.130295
423,0.0053961873,0.014442682,-0.14453602,909.1772,Thu Nov 10 19:28:39 MST 2016,0.605228,2.2036767,9.53666,0.045150805,-0.10829147,-0.78267044,0.0,0.0,-10.855484,-8.420944,-26.40953
424,-0.18521369,0.032764673,0.3383999,909.1306,Thu Nov 10 19:28:41 MST 2016,0.61501604,2.2712946,9.520156,0.045268856,-0.11206197,-0.7912357,0.0,0.0,-11.492538,-9.030151,-26.499939
425,-0.08253586,-0.018021345,-0.25801945,909.1083,Thu Nov 10 19:28:42 MST 2016,0.48860008,2.2813349,9.525082,0.053408798,-0.107254505,-0.7763206,0.0,0.0,-12.020874,-8.790588,-25.85373
426,-0.023430943,0.052548885,-0.06737423,909.06116,Thu Nov 10 19:28:43 MST 2016,0.44424692,2.3256466,9.516532,0.057718877,-0.107053235,-0.7697804,0.0,0.0,-11.8450165,-8.869171,-26.31607
427,-0.0723806,0.2209549,0.19690704,908.9766,Thu Nov 10 19:28:44 MST 2016,0.26237515,2.3843415,9.508757,0.067429714,-0.1031579,-0.76628774,0.0,0.0,-12.11586,-9.04808,-25.759888
428,-0.26003927,-0.017922401,-0.042274475,908.9226,Thu Nov 10 19:28:46 MST 2016,0.17855844,2.4663785,9.489757,0.076156445,-0.10177066,-0.7491684,0.0,0.0,-13.352203,-8.650589,-25.855637
429,0.078287974,0.14214492,0.22932434,908.8398,Thu Nov 10 19:28:47 MST 2016,0.004256097,2.5499113,9.4693365,0.08746119,-0.09771786,-0.73759,0.0,0.0,-14.873505,-9.025574,-25.577545
430,-0.029604994,-0.022493124,-0.43834686,908.7578,Thu Nov 10 19:28:48 MST 2016,-0.043957315,2.5963778,9.4566,0.091955334,-0.096911415,-0.730354,0.0,0.0,-15.939713,-8.969116,-24.654007
431,-0.13359904,-0.06987667,-0.09596729,908.636,Thu Nov 10 19:28:49 MST 2016,-0.08487859,2.6498892,9.441465,0.098630704,-0.09429328,-0.70714456,0.0,0.0,-16.445541,-7.785034,-25.862122
432,0.12711039,-0.2839179,-0.09572601,908.53455,Thu Nov 10 19:28:51 MST 2016,0.002103908,2.6124547,9.452272,0.09479541,-0.09529974,-0.70198303,0.0,0.0,-17.162323,-7.9711914,-25.676727
433,0.25995913,-0.060235262,-0.25526237,908.437,Thu Nov 10 19:28:52 MST 2016,0.31783944,2.5916383,9.45266,0.081992365,-0.10642246,-0.7055223,0.0,0.0,-18.13736,-7.824707,-25.494385
434,0.19478527,-0.14356923,-0.46974277,908.3509,Thu Nov 10 19:28:53 MST 2016,0.42753467,2.543288,9.461463,0.07576893,-0.10889767,-0.70849824,0.0,0.0,-17.507935,-7.5572968,-25.031662
435,0.1295777,0.034542322,-0.107889175,908.2693,Thu Nov 10 19:28:54 MST 2016,0.6134975,2.5487037,9.449768,0.07007265,-0.1152638,-0.702708,0.0,0.0,-17.85431,-7.135391,-26.05133
436,0.19787031,-0.034345627,-0.22911263,908.1913,Thu Nov 10 19:28:56 MST 2016,0.7040015,2.5322237,9.447889,0.06708231,-0.117437966,-0.6972699,0.0,0.0,-16.775513,-6.6871643,-25.774765
437,0.19476289,-2.1576881E-4,0.0041093826,908.1413,Thu Nov 10 19:28:57 MST 2016,0.8445686,2.5057056,9.443439,0.05912793,-0.122566424,-0.70806587,0.0,0.0,-17.325592,-7.3791504,-25.957489
438,0.21331811,0.020324945,-0.31304073,908.0564,Thu Nov 10 19:28:58 MST 2016,1.0981997,2.4462957,9.4329195,0.0450713,-0.13047417,-0.7215933,0.0,0.0,-16.425705,-6.9358826,-25.496674
439,0.21327353,-0.23941755,0.21860504,908.01514,Thu Nov 10 19:28:59 MST 2016,1.2440107,2.544953,9.388613,0.0419205,-0.13984518,-0.72660834,0.0,0.0,-15.532303,-6.741333,-26.422882
440,0.28356123,-0.4573686,0.3871889,907.979,Thu Nov 10 19:29:01 MST 2016,1.490951,2.3660572,9.399427,0.022237685,-0.14236605,-0.74576026,0.0,0.0,-14.921188,-7.237625,-26.326752
441,0.27945304,-0.24071741,-0.04136467,907.9669,Thu Nov 10 19:29:02 MST 2016,1.5330647,2.0972574,9.456301,0.0059257657,-0.13352065,-0.7733483,0.0,0.0,-13.494492,-7.119751,-26.511002
442,0.12608421,-0.10998547,-0.0658102,907.96045,Thu Nov 10 19:29:03 MST 2016,1.7618515,1.9096627,9.456186,-0.018433297,-0.13239679,-0.8140918,0.0,0.0,-11.724091,-7.5042725,-26.600647
443,0.21200311,-0.10381627,-0.20778656,907.9718,Thu Nov 10 19:29:04 MST 2016,1.8625188,1.7919877,9.459926,-0.035990663,-0.12799495,-0.8548532,0.0,0.0,-9.860611,-7.7186584,-26.321793
444,-0.015103221,0.0032840967,0.23062801,907.9939,Thu Nov 10 19:29:06 MST 2016,1.8171574,1.7099922,9.483893,-0.048397455,-0.11880089,-0.901903,0.0,0.0,-7.9792023,-7.164383,-26.785278
445,-0.033468843,-0.025965571,-0.083138466,908.03455,Thu Nov 10 19:29:07 MST 2016,1.7803662,1.6973276,9.493143,-0.055002883,-0.113838054,-0.92867315,0.0,0.0,-6.2740326,-6.5265656,-27.619171
446,-0.13069129,-0.32557738,0.18800545,908.10345,Thu Nov 10 19:29:08 MST 2016,1.7636952,1.7080798,9.494326,-0.0769931,-0.09998077,-0.9815689,0.0,0.0,-4.7592163,-6.4086914,-27.341843
447,-0.12405908,-0.020248652,-0.013487816,908.13367,Thu Nov 10 19:29:10 MST 2016,1.5890255,1.6021078,9.543513,-0.0766259,-0.08686048,-0.9915747,0.0,0.0,-3.6823273,-6.0451508,-27.343369
448,-0.51961863,-0.03622949,0.10589886,908.19116,Thu Nov 10 19:29:11 MST 2016,1.1921463,1.6634679,9.590728,0.0815813,0.065981016,0.95874107,0.0,0.0,-2.1656036,-5.839157,-27.528381
449,-0.60236937,-0.07561004,0.30983162,908.2399,Thu Nov 10 19:29:12 MST 2016,0.9965528,1.709032,9.605023,0.07093068,0.0724495,0.9646781,0.0,0.0,-2.2434235,-5.418396,-27.067566
450,-0.5754454,-0.07509434,-0.24281502,908.27515,Thu Nov 10 19:29:13 MST 2016,0.6531259,1.651884,9.644434,-0.028918171,-0.08622353,-0.9944618,0.0,0.0,-2.4562836,-6.868744,-26.96762
451,-0.5416038,-0.15261126,0.469532,908.29297,Thu Nov 10 19:29:15 MST 2016,0.71978,1.8126285,9.610759,-0.006699008,-0.09971364,-0.9472876,0.0,0.0,-3.3504486,-7.057953,-27.24533
452,-0.61415195,0.094994545,-0.15318298,908.27795,Thu Nov 10 19:29:16 MST 2016,0.17254137,1.8786916,9.623468,0.039810717,-0.08806135,-0.86564684,0.0,0.0,-5.4164886,-7.9582214,-26.317596
453,-0.18894053,-0.047113657,0.053899765,908.2823,Thu Nov 10 19:29:17 MST 2016,6.202043E-6,2.0321603,9.593784,0.05482152,-0.088587254,-0.84571475,0.0,0.0,-6.42395,-9.169769,-26.6819
454,-0.13309765,0.009102583,0.072045326,908.2487,Thu Nov 10 19:29:18 MST 2016,0.019983523,2.1226585,9.574147,0.06426696,-0.087886706,-0.7968491,0.0,0.0,-8.446121,-8.111191,-26.595306
455,0.0098956,-0.023462534,0.0070667267,908.1968,Thu Nov 10 19:29:20 MST 2016,-0.06547446,2.314294,9.529436,0.07796324,-0.08975378,-0.7677131,0.0,0.0,-10.157013,-9.001923,-26.130295
456,0.27379334,-0.016656399,-0.0400362,908.1448,Thu Nov 10 19:29:21 MST 2016,0.14166664,2.3438025,9.521392,0.06903526,-0.09888501,-0.77819693,0.0,0.0,-11.052322,-9.286118,-24.27864
457,-0.07936233,-0.08541846,-0.0724926,908.0844,Thu Nov 10 19:29:22 MST 2016,0.3526584,2.4251378,9.49551,0.061273146,-0.11004224,-0.7882613,0.0,0.0,-11.500549,-9.376144,-25.387955
458,0.07291725,-0.05431676,-0.16298103,907.99207,Thu Nov 10 19:29:24 MST 2016,0.31298113,2.413484,9.499869,0.06064513,-0.10937833,-0.7986235,0.0,0.0,-11.338425,-10.057068,-24.366379
459,-0.10540381,-0.0754056,-0.14293194,907.91956,Thu Nov 10 19:29:25 MST 2016,0.42362684,2.4759598,9.479481,0.05679165,-0.11599878,-0.80432236,0.0,0.0,-11.159897,-10.051346,-24.82872
460,0.14023063,0.027740717,-0.3868742,907.8434,Thu Nov 10 19:29:26 MST 2016,0.45730323,2.3096688,9.519806,0.05026107,-0.10999475,-0.80554634,0.0,0.0,-11.593628,-9.547043,-25.571442
461,0.17087674,0.07756996,-0.13917255,907.7817,Thu Nov 10 19:29:27 MST 2016,0.4004539,2.3222501,9.519305,0.054101553,-0.108275205,-0.79965633,0.0,0.0,-12.391281,-9.395599,-25.481033
462,0.10899645,0.109689474,-0.0074214935,907.7015,Thu Nov 10 19:29:29 MST 2016,0.63287395,2.2436585,9.5255375,0.043299608,-0.111615084,-0.79335636,0.0,0.0,-11.663437,-8.695602,-26.224136
463,0.012776792,-0.090494394,-0.07413006,907.64557,Thu Nov 10 19:29:30 MST 2016,0.8041836,2.1128232,9.542519,0.031044152,-0.11181789,-0.79992694,0.0,0.0,-11.042786,-8.852386,-25.945663
464,0.22637922,0.045661926,-0.003967285,907.61536,Thu Nov 10 19:29:31 MST 2016,0.9283723,2.109545,9.531963,0.024432126,-0.11579371,-0.8067013,0.0,0.0,-11.486435,-8.779144,-25.575256
465,0.17743272,0.042375565,-0.20959377,907.58344,Thu Nov 10 19:29:32 MST 2016,1.0042758,2.0874135,9.52914,0.017639915,-0.11763452,-0.8210045,0.0,0.0,-10.694122,-9.099579,-26.036453
466,0.073816895,0.029610395,0.051107407,907.55774,Thu Nov 10 19:29:34 MST 2016,1.018878,2.159077,9.511606,0.02074655,-0.12088264,-0.81295377,0.0,0.0,-9.777069,-7.9727173,-26.134491
467,-0.059277892,-0.047593117,-0.011332512,907.53784,Thu Nov 10 19:29:35 MST 2016,0.8534736,2.2129993,9.515492,0.028209193,-0.118529044,-0.81821364,0.0,0.0,-8.715057,-8.203888,-26.2249
468,-0.16504288,0.008364916,0.007171631,907.4923,Thu Nov 10 19:29:36 MST 2016,0.70642614,2.240536,9.5211,0.03647593,-0.11501524,-0.8122158,0.0,0.0,-8.553314,-8.879089,-26.590729
469,-0.33349237,0.03591776,0.2571478,907.47217,Thu Nov 10 19:29:37 MST 2016,0.38370934,2.3810744,9.505453,0.056135375,-0.11047893,-0.80186343,0.0,0.0,-7.4825287,-8.768463,-26.683807
470,-0.452614,0.005363941,-0.053625107,907.4169,Thu Nov 10 19:29:39 MST 2016,0.31257984,2.3578515,9.513844,0.05959816,-0.106663235,-0.79529226,0.0,0.0,-7.9319,-8.95462,-25.665665
471,-0.29060206,-0.07876897,0.050055504,907.3827,Thu Nov 10 19:29:40 MST 2016,0.13558528,2.4810867,9.486633,0.07166189,-0.10573973,-0.7894371,0.0,0.0,-8.930969,-9.827805,-25.476456
472,-0.15643597,-0.08599448,-0.014667511,907.3177,Thu Nov 10 19:29:41 MST 2016,0.08851231,2.501348,9.481868,0.073460706,-0.1056543,-0.7936877,0.0,0.0,-9.650803,-10.182953,-25.753021
473,-0.011559799,-0.03438306,0.10567093,907.21985,Thu Nov 10 19:29:43 MST 2016,-0.061960246,2.4370365,9.49881,0.07672264,-0.099040866,-0.79950696,0.0,0.0,-10.538864,-10.124207,-24.458313
474,-0.2909214,-0.06477022,0.40059757,907.13464,Thu Nov 10 19:29:44 MST 2016,-0.18374826,2.4844286,9.484947,0.0845271,-0.09621548,-0.7913287,0.0,0.0,-10.706711,-9.700775,-24.83139
475,-0.00142432,0.013593912,-0.12958813,907.0334,Thu Nov 10 19:29:45 MST 2016,-0.08012589,2.4444158,9.4967785,0.08169688,-0.095523216,-0.77465737,0.0,0.0,-12.927628,-9.580612,-24.83406
476,0.1189882,-0.04917884,-0.112558365,906.9296,Thu Nov 10 19:29:46 MST 2016,-0.15978931,2.4841664,9.485451,0.08819464,-0.09272716,-0.7610292,0.0,0.0,-13.816452,-9.510803,-25.943756
477,-0.036338378,-0.018707275,-0.25724316,906.8337,Thu Nov 10 19:29:48 MST 2016,-0.04896823,2.4117625,9.505336,0.08235308,-0.09263245,-0.7548246,0.0,0.0,-14.080048,-9.348679,-25.574875
478,0.043435104,0.08808994,0.14893341,906.69446,Thu Nov 10 19:29:49 MST 2016,-0.005221147,2.4083576,9.506322,0.08205645,-0.09262384,-0.7441871,0.0,0.0,-14.605713,-9.0221405,-25.20752
479,-0.08178067,0.18599176,-0.018928528,906.6338,Thu Nov 10 19:29:50 MST 2016,-0.09357043,2.340606,9.522773,0.08572399,-0.08441049,-0.7242307,0.0,0.0,-15.737534,-7.938385,-25.86174
480,0.10522651,0.019705534,0.114951134,906.55,Thu Nov 10 19:29:51 MST 2016,-0.043706402,2.404449,9.507214,0.08893833,-0.08577301,-0.7017303,0.0,0.0,-16.06636,-6.755066,-26.052094
481,0.20463437,-0.024751902,0.17256069,906.4675,Thu Nov 10 19:29:53 MST 2016,0.059994936,2.3753731,9.514431,0.08539785,-0.08721385,-0.6914049,0.0,0.0,-17.03949,-6.5193176,-26.517105
482,0.34615207,0.05053687,0.25081825,906.4,Thu Nov 10 19:29:54 MST 2016,0.029179057,2.3341658,9.524768,0.08447106,-0.085068375,-0.695677,0.0,0.0,-16.691208,-6.850052,-26.792145
483,0.106943026,-0.08554721,-0.16633797,906.34845,Thu Nov 10 19:29:55 MST 2016,0.171507,2.1987748,9.555436,0.07397628,-0.0856496,-0.6991522,0.0,0.0,-16.936111,-5.9230804,-26.14975
484,0.16110548,0.02538848,0.037914276,906.29877,Thu Nov 10 19:29:56 MST 2016,0.29123104,2.230267,9.545234,0.07169912,-0.090486355,-0.6921046,0.0,0.0,-17.731857,-5.6842804,-26.522064
485,-0.027954996,-0.03408122,0.038166046,906.2644,Thu Nov 10 19:29:58 MST 2016,0.28553542,2.2628849,9.537725,0.07300007,-0.09155506,-0.6928873,0.0,0.0,-17.303085,-6.357193,-26.147842
486,0.14038795,-0.058107853,0.014247894,906.2115,Thu Nov 10 19:29:59 MST 2016,0.3471472,2.2019129,9.549945,0.068132244,-0.09190377,-0.69617766,0.0,0.0,-17.736435,-5.8555603,-26.428986
487,0.17325789,-0.049396515,0.027407646,906.1388,Thu Nov 10 19:30:00 MST 2016,0.3853596,2.2029088,9.548249,0.0668377,-0.0933138,-0.69584024,0.0,0.0,-18.367004,-6.211853,-26.057053
488,0.104254335,0.028390646,-0.09004307,906.0846,Thu Nov 10 19:30:01 MST 2016,0.45544744,2.1698334,9.552736,0.06286935,-0.0948337,-0.6976378,0.0,0.0,-18.26744,-5.7826996,-26.336288
489,0.0015688837,0.016560793,0.050951004,906.04407,Thu Nov 10 19:30:03 MST 2016,0.42900717,2.1894977,9.549474,0.06611193,-0.093496434,-0.6857061,0.0,0.0,-17.45491,-5.2547455,-26.246643
490,-0.038421035,0.04820633,0.2083826,905.98016,Thu Nov 10 19:30:04 MST 2016,0.42033774,2.2166915,9.543584,0.06770734,-0.093959525,-0.68354994,0.0,0.0,-18.341446,-5.101776,-26.803207
491,-0.08101106,-0.026839733,0.4129219,905.9374,Thu Nov 10 19:30:05 MST 2016,0.41553319,2.295362,9.525179,0.07187439,-0.095838994,-0.6754472,0.0,0.0,-17.807007,-5.091858,-26.339722
492,-0.034385264,-0.05731988,-0.33140564,905.89844,Thu Nov 10 19:30:06 MST 2016,0.24850768,2.2076027,9.551707,0.074716106,-0.0861159,-0.6728664,0.0,0.0,-18.963623,-5.0296783,-26.988983
